phase,start,end,d1_candles,h2_bars
euphoria,2024-06-01 00:00:00,2024-06-11 18:00:00,11,130
expansion,2024-06-11 18:00:00,2024-06-16 00:00:00,6,52
euphoria,2024-06-16 00:00:00,2024-06-30 00:00:00,15,169
