timestamp,close,volume
2017-08-17,4301.801417618442,795.1503769999999
2017-08-18,4140.549707268153,1199.888264
2017-08-19,4085.1536531176903,381.309763
2017-08-20,4075.6242605286525,467.08302199999997
2017-08-21,3936.7345386826255,691.74306
2017-08-22,3989.526449473362,966.684858
2017-08-23,4163.754391879801,1001.136565
2017-08-24,4266.999177425423,787.4187529999999
2017-08-25,4317.881576178053,573.61274
2017-08-26,4311.174599046574,228.108068
2017-08-27,4286.698496481137,350.692585
2017-08-28,4366.28761467541,603.841616
2017-08-29,4517.614554711099,603.545028
2017-08-30,4597.605687602372,808.4687710000001
2017-08-31,4708.224347716125,556.956802
2017-09-01,4719.457763912026,560.666366
2017-09-02,4575.719176410972,929.148595
2017-09-03,4339.13918162709,691.216198
2017-09-04,4133.215154235861,1394.644614
2017-09-05,4326.776935293956,1228.938157
2017-09-06,4597.165557508085,807.363726
2017-09-07,4607.779849582911,500.429975
2017-09-08,4347.11510041205,1132.255046
2017-09-09,4161.603115999717,658.782952
2017-09-10,4178.215704638725,660.373275
2017-09-11,4256.089048152298,699.989065
2017-09-12,4150.626848931262,879.630319
2017-09-13,3755.9871327261226,913.462545
2017-09-14,3426.1530607081513,1665.021543
2017-09-15,3550.2286373638917,1968.866492
2017-09-16,3669.6544975727547,1297.5639529999999
2017-09-17,3768.0491871019954,682.17121
2017-09-18,3948.272383675837,1030.006455
2017-09-19,3960.3226179742164,902.332129
2017-09-20,3871.7329144395517,720.935076
2017-09-21,3681.639541982162,1001.654084
2017-09-22,3633.4496668373167,838.9664250000001
2017-09-23,3709.52022346636,752.792791
2017-09-24,3752.9910978469306,661.63639
2017-09-25,3848.9130214908764,727.9947129999999
2017-09-26,3980.864894467945,526.727987
2017-09-27,4132.048493772132,628.170966
2017-09-28,4162.54963455941,849.7853250000001
2017-09-29,4198.194106572628,1602.309565
2017-09-30,4317.595956903381,720.353183
2017-10-01,4389.125651641536,726.9636849999999
2017-10-02,4369.300974737189,655.756974
2017-10-03,4259.404410939154,1082.323563
2017-10-04,4217.2833890136835,868.465101
2017-10-05,4307.474971540265,779.138638
2017-10-06,4364.129163436975,506.529176
2017-10-07,4415.817835968583,297.5975
2017-10-08,4591.827132478494,518.462004
2017-10-09,4775.030917553112,646.463145
2017-10-10,4791.491954705977,1043.221773
2017-10-11,4924.3185382203255,753.429396
2017-10-12,5404.9814023917,1276.701482
2017-10-13,5724.343279123044,1879.82762
2017-10-14,5688.624145639745,970.759046
2017-10-15,5647.159039516839,1343.523375
2017-10-16,5652.095686092025,1528.996462
2017-10-17,5506.341270777751,1429.869376
2017-10-18,5461.880622302093,2317.804373
2017-10-19,5685.841379017798,1881.722107
2017-10-20,5963.1683063328255,1972.97722
2017-10-21,6021.794933620992,1664.307693
2017-10-22,5913.640542470816,1362.092216
2017-10-23,5740.586929673934,1812.557715
2017-10-24,5533.477302265425,2580.418767
2017-10-25,5637.645335415762,2282.813205
2017-10-26,5850.589056810447,1972.965882
2017-10-27,5766.778318058877,1403.706416
2017-10-28,5753.520024947353,1276.754412
2017-10-29,6006.525356607862,1804.778173
2017-10-30,6184.46906710023,1473.6870430000001
2017-10-31,6374.101629252882,1511.774925
2017-11-01,6751.364054356729,1675.615188
2017-11-02,7070.167577276196,2503.610803
2017-11-03,7194.381364862378,1891.497592
2017-11-04,7359.792604448426,1399.191767
2017-11-05,7360.258003009668,1207.83233
2017-11-06,7131.329596582152,1763.0192610000001
2017-11-07,7173.084695130334,1440.259494
2017-11-08,7297.241586309187,2822.2988020000003
2017-11-09,7117.768755029163,1913.398308
2017-11-10,6659.647243552903,3254.704105
2017-11-11,6163.0702808214,2754.156861
2017-11-12,6110.9151117515985,4968.483069
2017-11-13,6401.698982088622,2621.243039
2017-11-14,6706.2081532646025,1254.292531
