phase,start,end,d1_candles,h2_bars
expansion,2021-05-01 00:00:00,2021-05-02 00:00:00,2,24
distribution,2021-05-02 00:00:00,2021-05-05 00:00:00,4,48
expansion,2021-05-05 00:00:00,2021-05-06 00:00:00,2,24
distribution,2021-05-06 00:00:00,2021-05-07 00:00:00,2,24
expansion,2021-05-07 00:00:00,2021-05-10 00:00:00,4,48
distribution,2021-05-10 00:00:00,2021-05-19 00:00:00,10,120
bear,2021-05-19 00:00:00,2021-05-31 00:00:00,13,156
