phase,start,end,d1_candles,h2_bars
euphoria,2013-06-01 00:00:00,2013-06-12 20:00:00,12,143
expansion,2013-06-12 20:00:00,2013-06-17 02:00:00,6,52
euphoria,2013-06-17 02:00:00,2013-06-30 00:00:00,14,156
