phase,start,end,d1_candles,h2_bars
euphoria,2016-02-01 00:00:00,2016-02-02 14:00:00,2,20
expansion,2016-02-02 14:00:00,2016-02-06 20:00:00,5,52
euphoria,2016-02-06 20:00:00,2016-02-29 00:00:00,24,267
