phase,start,end,d1_candles,h2_bars
euphoria,2017-04-01 00:00:00,2017-04-18 04:00:00,18,207
expansion,2017-04-18 04:00:00,2017-04-22 10:00:00,5,52
euphoria,2017-04-22 10:00:00,2017-04-30 00:00:00,9,92
