phase,start,end,d1_candles,h2_bars
euphoria,2018-01-01 00:00:00,2018-01-01 00:00:00,1,1
expansion,2018-01-01 00:00:00,2018-01-05 06:00:00,5,52
euphoria,2018-01-05 06:00:00,2018-01-31 00:00:00,27,310
