phase,start,end,d1_candles,h2_bars
distribution,2013-05-01 00:00:00,2013-05-01 18:00:00,1,10
bear,2013-05-01 18:00:00,2013-05-10 20:00:00,10,110
distribution,2013-05-10 20:00:00,2013-05-31 22:00:00,22,254
