phase,start,end,d1_candles,h2_bars
euphoria,2013-05-01 00:00:00,2013-05-19 18:00:00,19,226
expansion,2013-05-19 18:00:00,2013-05-22 14:00:00,4,35
euphoria,2013-05-22 14:00:00,2013-05-31 00:00:00,10,102
