phase,start,end,d1_candles,h2_bars
euphoria,2015-10-01 00:00:00,2015-10-03 18:00:00,3,34
expansion,2015-10-03 18:00:00,2015-10-06 14:00:00,4,35
euphoria,2015-10-06 14:00:00,2015-10-31 00:00:00,26,294
