phase,start,end,d1_candles,h2_bars
euphoria,2017-03-01 00:00:00,2017-03-05 06:00:00,5,52
expansion,2017-03-05 06:00:00,2017-03-10 22:00:00,6,69
euphoria,2017-03-10 22:00:00,2017-03-31 00:00:00,22,242
