phase,start,end,d1_candles,h2_bars
euphoria,2021-04-01 00:00:00,2021-04-03 14:00:00,3,32
expansion,2021-04-03 14:00:00,2021-04-06 10:00:00,4,35
euphoria,2021-04-06 10:00:00,2021-04-30 00:00:00,25,284
