phase,start,end,d1_candles,h2_bars
distribution,2019-06-01 00:00:00,2019-06-22 14:00:00,22,260
accumulation,2019-06-22 14:00:00,2019-06-23 08:00:00,2,10
distribution,2019-06-23 08:00:00,2019-06-26 02:00:00,4,34
accumulation,2019-06-26 02:00:00,2019-06-27 06:00:00,2,15
distribution,2019-06-27 06:00:00,2019-06-30 22:00:00,4,45
