phase,start,end,d1_candles,h2_bars
euphoria,2019-06-01 00:00:00,2019-06-09 04:00:00,9,99
expansion,2019-06-09 04:00:00,2019-06-12 00:00:00,4,35
euphoria,2019-06-12 00:00:00,2019-06-30 00:00:00,19,217
