phase,start,end,d1_candles,h2_bars
euphoria,2012-04-01 00:00:00,2012-04-23 18:00:00,23,274
expansion,2012-04-23 18:00:00,2012-04-26 14:00:00,4,35
euphoria,2012-04-26 14:00:00,2012-04-30 00:00:00,5,42
