phase,start,end,d1_candles,h2_bars
euphoria,2013-03-01 00:00:00,2013-03-24 02:00:00,24,278
expansion,2013-03-24 02:00:00,2013-03-26 22:00:00,3,35
euphoria,2013-03-26 22:00:00,2013-03-31 00:00:00,6,50
