phase,start,end,d1_candles,h2_bars
euphoria,2022-12-01 00:00:00,2022-12-27 20:00:00,27,323
expansion,2022-12-27 20:00:00,2022-12-30 16:00:00,4,35
euphoria,2022-12-30 16:00:00,2022-12-31 00:00:00,2,5
