phase,start,end,d1_candles,h2_bars
euphoria,2021-08-01 00:00:00,2021-08-09 02:00:00,9,98
expansion,2021-08-09 02:00:00,2021-08-13 08:00:00,5,52
euphoria,2021-08-13 08:00:00,2021-08-28 22:00:00,16,188
expansion,2021-08-28 22:00:00,2021-08-31 00:00:00,4,26
