date,symbol,timeframe,P1_bars,P2_bars,P3_bars,P4_bars,P5_bars,P6_bars,LFP,P1_vol,P2_vol,P3_vol,LFP_vol,source_csv
2h,BTC,USD,361.0,180.5,90.25,120.33333333333331,51.57142857142858,45.125,0.8838589424825687,,,,,outputs/fourier/monthly/2018/03/FREQ_BTC_USD_2h_2018-03.csv
2h,BTC,USD,349.0,116.33333333333331,174.5,87.25,69.8,49.85714285714286,0.9457036637382704,,,,,outputs/fourier/monthly/2018/04/FREQ_BTC_USD_2h_2018-04.csv
2h,BTC,USD,361.0,72.2,60.16666666666666,90.25,180.5,120.33333333333331,0.9132029944308472,,,,,outputs/fourier/monthly/2018/05/FREQ_BTC_USD_2h_2018-05.csv
2h,BTC,USD,361.0,180.5,120.33333333333331,90.25,60.16666666666666,72.2,0.9878612616563056,,,,,outputs/fourier/monthly/2016/12/FREQ_BTC_USD_2h_2016-12.csv
2h,BTC,USD,349.0,174.5,116.33333333333331,87.25,69.8,31.727272727272727,0.8900257329149859,,,,,outputs/fourier/monthly/2016/11/FREQ_BTC_USD_2h_2016-11.csv
2h,BTC,USD,361.0,120.33333333333331,180.5,60.16666666666666,45.125,72.2,0.922537480665559,,,,,outputs/fourier/monthly/2016/10/FREQ_BTC_USD_2h_2016-10.csv
2h,BTC,USD,349.0,116.33333333333331,174.5,58.16666666666666,87.25,69.8,0.866140554754208,,,,,outputs/fourier/monthly/2016/09/FREQ_BTC_USD_2h_2016-09.csv
2h,BTC,USD,361.0,180.5,72.2,60.16666666666666,120.33333333333331,90.25,0.9560313853554778,,,,,outputs/fourier/monthly/2015/03/FREQ_BTC_USD_2h_2015-03.csv
2h,BTC,USD,349.0,174.5,69.8,58.16666666666666,38.77777777777778,43.625,0.8988565619762723,,,,,outputs/fourier/monthly/2015/04/FREQ_BTC_USD_2h_2015-04.csv
2h,BTC,USD,180.5,361.0,120.33333333333331,51.57142857142858,90.25,45.125,0.7343324583746949,,,,,outputs/fourier/monthly/2015/05/FREQ_BTC_USD_2h_2015-05.csv
2h,BTC,USD,349.0,174.5,116.33333333333331,87.25,69.8,58.16666666666666,0.9371577271791176,,,,,outputs/fourier/monthly/2015/06/FREQ_BTC_USD_2h_2015-06.csv
2h,BTC,USD,180.5,120.33333333333331,361.0,90.25,72.2,36.1,0.8436198083866561,,,,,outputs/fourier/monthly/2015/07/FREQ_BTC_USD_2h_2015-07.csv
2h,BTC,USD,361.0,180.5,120.33333333333331,60.16666666666666,90.25,32.81818181818182,0.9406999472684044,,,,,outputs/fourier/monthly/2015/08/FREQ_BTC_USD_2h_2015-08.csv
2h,BTC,USD,349.0,174.5,116.33333333333331,87.25,69.8,38.77777777777778,0.8849066923808411,,,,,outputs/fourier/monthly/2015/09/FREQ_BTC_USD_2h_2015-09.csv
2h,BTC,USD,361.0,180.5,90.25,120.33333333333331,72.2,60.16666666666666,0.9615422415745848,,,,,outputs/fourier/monthly/2015/10/FREQ_BTC_USD_2h_2015-10.csv
2h,BTC,USD,361.0,180.5,120.33333333333331,90.25,72.2,60.16666666666666,0.979577595415862,,,,,outputs/fourier/monthly/2018/07/FREQ_BTC_USD_2h_2018-07.csv
2h,BTC,USD,349.0,174.5,116.33333333333331,58.16666666666666,49.85714285714286,69.8,0.8209830154400922,,,,,outputs/fourier/monthly/2015/11/FREQ_BTC_USD_2h_2015-11.csv
2h,BTC,USD,361.0,180.5,120.33333333333331,90.25,40.11111111111111,72.2,0.8903195380737644,,,,,outputs/fourier/monthly/2016/01/FREQ_BTC_USD_2h_2016-01.csv
2h,BTC,USD,337.0,168.5,48.14285714285714,42.125,84.25,37.44444444444444,0.961434371410674,,,,,outputs/fourier/monthly/2016/02/FREQ_BTC_USD_2h_2016-02.csv
2h,BTC,USD,180.5,72.2,90.25,60.16666666666666,40.11111111111111,120.33333333333331,0.7346891844928544,,,,,outputs/fourier/monthly/2016/03/FREQ_BTC_USD_2h_2016-03.csv
2h,BTC,USD,349.0,174.5,116.33333333333331,58.16666666666666,49.85714285714286,87.25,0.9499289330753168,,,,,outputs/fourier/monthly/2016/04/FREQ_BTC_USD_2h_2016-04.csv
2h,BTC,USD,361.0,180.5,120.33333333333331,90.25,36.1,60.16666666666666,0.9498899129673858,,,,,outputs/fourier/monthly/2016/05/FREQ_BTC_USD_2h_2016-05.csv
2h,BTC,USD,349.0,174.5,116.33333333333331,69.8,43.625,49.85714285714286,0.9577549093900584,,,,,outputs/fourier/monthly/2016/06/FREQ_BTC_USD_2h_2016-06.csv
2h,BTC,USD,180.5,361.0,120.33333333333331,90.25,36.1,27.769230769230766,0.7230302806132873,,,,,outputs/fourier/monthly/2016/07/FREQ_BTC_USD_2h_2016-07.csv
2h,BTC,USD,180.5,120.33333333333331,361.0,60.16666666666666,36.1,40.11111111111111,0.7957788273609279,,,,,outputs/fourier/monthly/2016/08/FREQ_BTC_USD_2h_2016-08.csv
2h,BTC,USD,361.0,180.5,90.25,51.57142857142858,72.2,40.11111111111111,0.9492557672223324,,,,,outputs/fourier/monthly/2015/12/FREQ_BTC_USD_2h_2015-12.csv
2h,BTC,USD,307.0,153.5,38.375,34.11111111111111,102.33333333333331,43.85714285714286,0.8897208480055883,,,,,outputs/fourier/monthly/2025/08/FREQ_BTC_USD_2h_2025-08.csv
