phase,start,end,d1_candles,h2_bars
euphoria,2014-01-01 00:00:00,2014-01-05 16:00:00,5,57
expansion,2014-01-05 16:00:00,2014-01-11 08:00:00,7,69
euphoria,2014-01-11 08:00:00,2014-01-31 00:00:00,21,237
