phase,start,end,d1_candles,h2_bars
distribution,2022-01-01 00:00:00,2022-01-05 00:00:00,5,60
bear,2022-01-05 00:00:00,2022-01-12 00:00:00,8,96
distribution,2022-01-12 00:00:00,2022-01-13 00:00:00,2,24
bear,2022-01-13 00:00:00,2022-01-31 00:00:00,19,228
