phase,start,end,d1_candles,h2_bars
distribution,2019-04-01 00:00:00,2019-04-03 04:00:00,3,27
accumulation,2019-04-03 04:00:00,2019-04-04 22:00:00,2,22
distribution,2019-04-04 22:00:00,2019-04-30 22:00:00,27,313
