phase,start,end,d1_candles,h2_bars
euphoria,2021-08-01 00:00:00,2021-08-09 14:00:00,9,104
expansion,2021-08-09 14:00:00,2021-08-12 10:00:00,4,35
euphoria,2021-08-12 10:00:00,2021-08-29 14:00:00,18,205
expansion,2021-08-29 14:00:00,2021-08-31 00:00:00,3,18
