phase,start,end,d1_candles,h2_bars
distribution,2014-02-01 00:00:00,2014-02-24 20:00:00,24,287
bear,2014-02-24 20:00:00,2014-02-26 00:00:00,3,15
distribution,2014-02-26 00:00:00,2014-02-28 22:00:00,3,36
