phase,start,end,d1_candles,h2_bars
euphoria,2023-03-01 00:00:00,2023-03-17 04:00:00,17,195
expansion,2023-03-17 04:00:00,2023-03-22 20:00:00,6,69
euphoria,2023-03-22 20:00:00,2023-03-31 00:00:00,10,99
