phase,start,end,d1_candles,h2_bars
distribution,2022-03-01 00:00:00,2022-03-03 00:00:00,3,36
bear,2022-03-03 00:00:00,2022-03-24 00:00:00,22,264
distribution,2022-03-24 00:00:00,2022-03-31 00:00:00,8,96
