phase,start,end,d1_candles,h2_bars
euphoria,2024-02-01 00:00:00,2024-02-04 14:00:00,4,44
expansion,2024-02-04 14:00:00,2024-02-07 10:00:00,4,35
euphoria,2024-02-07 10:00:00,2024-02-29 00:00:00,23,260
