date,M,V_ann,DD,LFP,regime3,phase5,phase6
2017-09-15,-0.027572318789011008,,-0.234732394191412,0.8965325882395312,range,unknown,unknown
2017-09-16,-0.034797395348161175,1.183916228449521,-0.23164029940578007,0.8924711985671766,range,distribution,distribution
2017-09-17,-0.041448889152062796,1.1762203811323302,-0.2347344624822386,0.8820653768507395,range,distribution,distribution
2017-09-18,-0.04127674208968035,1.217226172742947,-0.1654425832125106,0.8612907832601289,range,distribution,distribution
2017-09-19,-0.04329994178810059,1.2212346259746703,-0.19129001367140236,0.8386023732788092,range,distribution,distribution
2017-09-20,-0.04520545579703439,1.2199029235797956,-0.19336657766121806,0.8123943138293653,range,distribution,distribution
2017-09-21,-0.052075189692161516,1.2481642773085142,-0.25334907992082584,0.7956608331577412,range,distribution,distribution
2017-09-22,-0.05837563141651969,1.2456608172388175,-0.2562695065678575,0.7842427826399145,range,distribution,distribution
2017-09-23,-0.06053443075447773,1.2467418871224798,-0.21818606757933445,0.7780713957709855,range,distribution,distribution
2017-09-24,-0.06455188432101688,1.2504771173450655,-0.2430014209157978,0.777457674088509,range,distribution,distribution
2017-09-25,-0.06323553278280791,1.275587911857111,-0.18907487419621044,0.77966035962749,range,distribution,distribution
2017-09-26,-0.06265862834242741,1.27574903365815,-0.1970171109700077,0.785560644001964,range,distribution,distribution
2017-09-27,-0.05632927193083603,1.3045781503225682,-0.13276565644448396,0.7974579457395364,range,distribution,distribution
2017-09-28,-0.050949250731451734,1.2938627730593502,-0.13659199447352688,0.8085281115697456,down,distribution,distribution
2017-09-29,-0.04607845941323874,1.2938289269727827,-0.1365526969478233,0.8203866593522481,range,distribution,distribution
2017-09-30,-0.037951382336116946,1.298654317811182,-0.09439679332190251,0.8321904599230391,range,distribution,distribution
2017-10-01,-0.030683364769897303,1.2954308225563318,-0.09440299819438216,0.84022389580537,range,distribution,distribution
2017-10-02,-0.02416177402698505,1.2670913134915047,-0.09408861798875261,0.8559876778386847,range,distribution,distribution
2017-10-03,-0.019608128413055037,1.2677783523055148,-0.10856665377432048,0.8678668728264187,range,distribution,distribution
2017-10-04,-0.017370274418558873,1.2252291325002862,-0.1295411910459553,0.884691384595521,range,distribution,distribution
2017-10-05,-0.01383779525515516,1.2068080546483597,-0.11220064075649797,0.8946520974464505,range,distribution,distribution
2017-10-06,-0.009300293513017532,1.191265826680427,-0.09636373789791328,0.8983045895746337,range,distribution,distribution
2017-10-07,-0.004293133922550263,1.1907413871650487,-0.0851949674347609,0.8994102774439738,range,distribution,distribution
2017-10-08,0.004037023069042522,1.1579684717674958,-0.040313056499500476,0.9093769117059404,range,distribution,distribution
2017-10-09,0.014005595094117806,1.1617607278571414,-0.009919522803940515,0.9177497794509136,range,distribution,distribution
2017-10-10,0.022699839020088985,1.155247427606728,-0.010724087935452667,0.9236695022213068,range,distribution,distribution
2017-10-11,0.030998738543829285,1.1542346806579977,-0.0027880560341349814,0.9263690584430004,range,distribution,distribution
2017-10-12,0.04890734171573041,1.2193586183146314,0.0,0.9312958783806816,range,distribution,distribution
2017-10-13,0.06830044536447755,1.2022296440842413,0.0,0.9368117443303948,up,distribution,distribution
2017-10-14,0.08886705074836643,0.890231566352861,0.0,0.9485002241487708,up,distribution,distribution
2017-10-15,0.10392532902866192,0.7754523018231019,-0.02725728663932988,0.954602859706645,up,expansion,expansion
2017-10-16,0.11769368530323954,0.7748304988125196,-0.018734273823294307,0.9609720541311586,up,expansion,expansion
2017-10-17,0.12672993567488855,0.7872362137391267,-0.046846757830933235,0.966214191214162,up,expansion,expansion
2017-10-18,0.13299136226983266,0.7476050336750542,-0.060976253792595796,0.9683802773047108,up,expansion,expansion
2017-10-19,0.14098632312598114,0.7351371224677152,-0.031701927941955636,0.9704863854881524,up,expansion,expansion
2017-10-20,0.15293770735599965,0.7481771208113445,0.0,0.9720549115888534,up,expansion,expansion
2017-10-21,0.16324824190098886,0.6731167933173341,0.0,0.973481545405316,up,expansion,expansion
2017-10-22,0.1706726562232399,0.6771482700101853,-0.012439895966286939,0.9744420979714984,up,expansion,expansion
2017-10-23,0.1762195157675437,0.6706616927956679,-0.018098015425802944,0.9747906333407328,up,expansion,expansion
2017-10-24,0.17377493468851823,0.7262838545917172,-0.09094485117768229,0.974509429858072,up,expansion,expansion
2017-10-25,0.17456393079412225,0.7044002637679331,-0.05559861708854989,0.9740028276563242,up,expansion,expansion
2017-10-26,0.17752151451517673,0.7021874685604952,-0.027087271803842974,0.97347575725328,up,expansion,expansion
2017-10-27,0.1782600853624139,0.6709818717588382,-0.04251307475389924,0.9734165580092168,up,expansion,expansion
2017-10-28,0.177737728295553,0.6723057998362135,-0.05067743075899132,0.9737214639034302,up,expansion,expansion
2017-10-29,0.18375505535140246,0.7084278087546793,0.0,0.9730287699613768,up,expansion,expansion
2017-10-30,0.1878242837247459,0.7007486431857142,-0.008019474941571864,0.9717623318962868,up,expansion,expansion
2017-10-31,0.196083267730784,0.7154128107161734,0.0,0.9672114269155746,up,expansion,expansion
2017-11-01,0.20712976389850968,0.7219052566372571,0.0,0.9562112086894048,up,expansion,expansion
2017-11-02,0.22012623090401973,0.7179916550222696,0.0,0.931348180666469,up,expansion,expansion
2017-11-03,0.23222821625083223,0.7034340636947657,0.0,0.8809257895419138,up,expansion,expansion
2017-11-04,0.24559529742765496,0.7056065071919372,0.0,0.810044881374791,up,expansion,expansion
2017-11-05,0.25636778560835616,0.7089145410863176,-0.0016419535441322488,0.7978113742760417,range,expansion,expansion
