date,M,V_ann,DD,LFP,regime3,phase5,phase6
2012-11-28,0.011572962454135857,0.12321560045372458,-0.025806451612903236,0.5993963477253172,range,,
2012-11-29,0.013457768010384537,0.11227555713585792,-0.011872331583226186,0.5941657721244985,range,,
2012-11-30,0.015861124918434125,0.11402800167911532,-0.0046366152557294526,0.5757085133137223,range,,
2012-12-01,0.017192293130239494,0.12447309083913313,-0.003498906888548664,0.5792947965200811,range,,
2012-12-02,0.015573732547570378,0.11624597238131697,-0.004869817928836591,0.6103741660785029,range,,
2012-12-03,0.012563970822361383,0.08965473282205773,-0.004004816516735351,0.6081870973309368,range,,
2012-12-04,0.012391099993883686,0.09736436765031686,-0.004746047212642541,0.573425518704754,range,,
2012-12-05,0.020277473059761533,0.15844102212078814,-0.00895346273933324,0.5888001880955078,range,,
2012-12-06,0.03479808478899786,0.216451810017178,-0.012159282691801897,0.6555396627472324,range,,
2012-12-07,0.04262747333956672,0.22543335338703796,-0.014396955257622619,0.6866958757597398,range,,
2012-12-08,0.038495020087541666,0.1932278631667558,-0.01608799653508395,0.6662868328879767,range,,
2012-12-09,0.029705610846657942,0.13998534065732487,-0.020007175422948605,0.6676308246817021,range,,
2012-12-10,0.020171232490646056,0.10543266653371157,-0.02605318309193829,0.7053716496381437,range,,
2012-12-11,0.014716311607594894,0.12425483883949498,-0.02293048511463181,0.7055555316436785,range,,
2012-12-12,0.014774259834650267,0.145639692128284,-0.01588267039727385,0.6657408522496474,range,,
2012-12-13,0.014471289531709638,0.1470626541746052,-0.01176049955741519,0.6651257272438308,range,,
2012-12-14,0.015220556952665474,0.16921152608514237,-0.009375988926304266,0.6925707422823764,range,,
2012-12-15,0.014628369469430686,0.19629635249270325,-0.0208111164271657,0.675250626712961,range,,
2012-12-16,0.007964094993264514,0.18129035055851356,-0.03382248628448958,0.6415658741464079,range,,
2012-12-17,0.0007148794425023098,0.1411588117797115,-0.040507513287458975,0.6496844768276324,range,,
2012-12-18,-0.005769189686498569,0.14024065509439465,-0.050101445166949386,0.6679446246387347,range,,
2012-12-19,-0.008710703279743682,0.19058886443462647,-0.05025187736789071,0.657304065381306,range,,
2012-12-20,-0.0035746450415602227,0.22690904247808066,-0.038354704506939334,0.6416062369518375,range,,
2012-12-21,0.0030995494892868806,0.20110492142553968,-0.031807225188375754,0.6441053689662515,range,,
2012-12-22,0.003651239840406796,0.13969084591917305,-0.03647983427503077,0.6329491132291678,range,,
2012-12-23,-0.0009427424113741117,0.10300783168182177,-0.0451517182961969,0.594432115741311,range,,
2012-12-24,-0.00465005276347688,0.10957178888861666,-0.04797634260965666,0.5827187862686427,range,,
2012-12-25,-0.004226595728166611,0.12480421195894625,-0.045635886050183205,0.6165029173013141,range,,
2012-12-26,-0.003001358391059136,0.13447284476877489,-0.04588128463560671,0.6349432808545029,range,,
2012-12-27,-0.0032499862152350627,0.14343071340006872,-0.04806682802593835,0.6106206364872232,range,,
2012-12-28,-0.002881983519494845,0.14500175263340723,-0.04659823230285675,0.5974945827467484,range,,
2012-12-29,-0.000369074136971735,0.12718226727384624,-0.04229957057443088,0.6155721168211381,range,,
2012-12-30,0.0014479423674214511,0.0975630617682208,-0.041354618732881945,0.615167369542506,range,,
2012-12-31,0.0016978382387902201,0.07927449020542598,-0.04124146904728939,0.5920273889146934,range,,
2013-01-01,0.001443431300902638,0.07780003817980023,-0.04196357704956813,0.585418482394167,range,,
2013-01-02,-0.0004366512360383988,0.08284432499367013,-0.0461404413529801,0.5595338659803931,range,,
2013-01-03,-0.0028426474363341583,0.09525018346567907,-0.04912543020983093,0.4662278959202208,range,,
2013-01-04,-0.002831048040300054,0.11904409532775048,-0.04729501347937839,0.3960161173840817,range,,
2013-01-05,-0.0016149702101471433,0.13757620053412933,-0.04693700966390794,0.4081266153007945,range,,
2013-01-06,-0.002679939992287813,0.12568931795074287,-0.051179717180897616,0.4053612773970995,range,,
2013-01-07,-0.003684120355368653,0.09290434426576377,-0.05124226241462508,0.3733035766894046,range,,
2013-01-08,8.857214018158806e-05,0.0752379854800848,-0.041952641607018074,0.3856056734207171,range,,
2013-01-09,0.006987799778718102,0.09684776667169444,-0.027892989457484335,0.4159825415389885,range,,
2013-01-10,0.014721635747948887,0.1573328085323844,-0.016686382634149406,0.4339925868097125,range,,
2013-01-11,0.024668968139950422,0.20682892168664108,-0.013398523982367657,0.4977997921666772,range,,
2013-01-12,0.030877571916306426,0.18623452266617596,-0.011966397485126627,0.5781320914753665,range,,
2013-01-13,0.026818617305749984,0.12271787017818087,-0.01717185702636472,0.5861867943471104,range,,
2013-01-14,0.016530123053274292,0.1132530639310746,-0.025675493853183146,0.572922503624674,range,,
2013-01-15,0.013786650702876543,0.15635863074079898,-0.014746905264008568,0.5782113774722882,range,,
2013-01-16,0.01963584916515364,0.16904423733579577,-0.0017583094702749893,0.5400985022750231,range,,
2013-01-17,0.030240808574560157,0.16383335468727497,-0.001606771407045509,0.5194818925870529,range,,
2013-01-18,0.04907963026338105,0.19772477986316114,-0.007913007021659368,0.6245707153643483,range,,
2013-01-19,0.05890100850091961,0.22423830108124593,-0.015297194591843036,0.741471716581748,range,,
2013-01-20,0.04977962135460632,0.17761471334044837,-0.012396572616892863,0.7252786104388917,range,,
2013-01-21,0.04596627090257824,0.1302296305462079,-0.007323540592963493,0.6602258137099418,range,,
2013-01-22,0.06186667848334999,0.17910858521105294,-0.012204767493844422,0.6668652466843509,range,,
2013-01-23,0.07976744706363427,0.23088092246668415,-0.005934681925165419,0.7123834902864996,range,,
