phase,start,end,d1_candles,h2_bars
euphoria,2024-01-01 00:00:00,2024-01-24 06:00:00,24,280
expansion,2024-01-24 06:00:00,2024-01-29 22:00:00,6,69
euphoria,2024-01-29 22:00:00,2024-01-31 00:00:00,3,14
