phase,start,end,d1_candles,h2_bars
expansion,2024-04-01 00:00:00,2024-04-03 08:00:00,3,29
euphoria,2024-04-03 08:00:00,2024-04-13 06:00:00,11,120
expansion,2024-04-13 06:00:00,2024-04-17 12:00:00,5,52
euphoria,2024-04-17 12:00:00,2024-04-30 00:00:00,14,151
