month,symbol,timeframe,STFT_domP_bars,STFT_LFP_like,CWT_domScale_bars,CWT_LFP_like
2017-09,BTC_USDT,2h,,0.2005064398107138,179.0,0.38004972280721394
2017-10,BTC_USD,2h,,0.1996566426460785,151.29883889098895,0.40063681374752824
2017-10,BTC_USDT,1d,,0.27510340438076203,,
2017-10,BTC_USDT,2h,,0.20059325275185616,151.29883889098895,0.39820195753448123
2017-11,BTC_USD,2h,,0.20066904990576132,142.51629196295193,0.40045858520996624
2017-11,BTC_USDT,1d,,0.20020212654547392,,
2017-11,BTC_USDT,2h,,0.19876799944221216,142.51629196295193,0.4001900308370238
2017-12,BTC_USD,2h,,0.20086149138094533,146.1804755196683,0.4111803580266105
2017-12,BTC_USDT,1d,,0.20220537313287504,,
2017-12,BTC_USDT,2h,,0.2028372260555329,146.1804755196683,0.4076746923652476
2018-01,BTC_USD,2h,,0.20289379434225363,185.99999999999997,0.46535199607404765
2018-01,BTC_USDT,1d,,0.180383309682329,,
2018-01,BTC_USDT,2h,,0.20183232794397288,185.99999999999997,0.46185242034067114
2018-02,BTC_USD,2h,,0.19897054505445236,168.0,0.31944391845668146
2018-02,BTC_USDT,2h,,0.19984813258108375,133.99831456087102,0.32006335578962397
2018-03,BTC_USD,2h,,0.2010675230316048,185.99999999999997,0.46079492883786893
2018-03,BTC_USDT,1d,,0.2232094435308551,,
2018-03,BTC_USDT,2h,,0.2002168238872671,185.99999999999997,0.46036411792084964
2018-04,BTC_USD,2h,,0.19974634399737182,147.35041727543984,0.42700973676349036
2018-04,BTC_USDT,1d,,0.20199340669065058,,
2018-04,BTC_USDT,2h,,0.20022482329867367,147.35041727543984,0.426440624569149
2018-05,BTC_USD,2h,,0.20036355045907558,185.99999999999997,0.4443948018309198
2018-05,BTC_USDT,1d,,0.18581189220289562,,
2018-05,BTC_USDT,2h,,0.19999580920867444,185.99999999999997,0.44637232480320344
2018-06,BTC_USD,2h,,0.19990678932982509,180.0,0.43045645399442434
2018-06,BTC_USDT,1d,,0.21184952336131094,,
2018-06,BTC_USDT,2h,,0.20016022401525638,177.0,0.4223520005188547
2018-07,BTC_USD,2h,,0.20110277734129886,185.99999999999997,0.4422969329781042
2018-07,BTC_USDT,1d,,0.1939645095896707,,
2018-07,BTC_USDT,2h,,0.20079164619158857,184.0,0.4410537188366521
2018-08,BTC_USD,2h,,0.19937548230501687,151.29883889098895,0.440943263861981
2018-08,BTC_USDT,1d,,0.20891471434606268,,
2018-08,BTC_USDT,2h,,0.20046408986063094,151.29883889098895,0.44115142316176353
2018-09,BTC_USD,2h,,0.20044304153152837,147.35041727543984,0.41689368656310194
2018-09,BTC_USDT,1d,,0.23773206517047168,,
2018-09,BTC_USDT,2h,,0.1991790305204149,147.35041727543984,0.4166927665714704
2018-10,BTC_USD,2h,,0.19996545309395206,185.99999999999997,0.4403078851974321
2018-10,BTC_USDT,1d,,0.1753938989956639,,
2018-10,BTC_USDT,2h,,0.20004439264212898,150.64250119047156,0.44144423372815644
2018-11,BTC_USD,2h,,0.2007095594928007,147.35041727543984,0.39620396636089245
2018-11,BTC_USDT,1d,,0.19493413742147953,,
2018-11,BTC_USDT,2h,,0.20126272309834467,146.0286469951515,0.3961765333363741
2018-12,BTC_USD,2h,,0.20001969682432402,185.99999999999997,0.39466577309296863
2018-12,BTC_USDT,1d,,0.19037535809220654,,
2018-12,BTC_USDT,2h,,0.1992407608322905,185.99999999999997,0.3975685370268719
2019-01,BTC_USD,2h,,0.20002692701940464,185.99999999999997,0.4481436223435955
2019-01,BTC_USDT,1d,,0.1889936149017743,,
2019-01,BTC_USDT,2h,,0.20025769816661596,185.99999999999997,0.44801379841984096
2019-02,BTC_USD,2h,,0.2000757534390082,168.0,0.39615590363003583
2019-02,BTC_USDT,2h,,0.2000191223346039,168.0,0.39592139238700813
2019-03,BTC_USD,2h,,0.1990484476647593,185.99999999999997,0.41786543410034593
2019-03,BTC_USDT,1d,,0.1951058896644076,,
2019-03,BTC_USDT,2h,,0.19990706129027982,149.98547646153688,0.41634918991425124
2019-04,BTC_USD,2h,,0.2010342198257722,180.0,0.43033858566800015
2019-04,BTC_USDT,1d,,0.20894832047705578,,
2019-04,BTC_USDT,2h,,0.20006490463738605,180.0,0.43211034877517324
2019-05,BTC_USD,2h,,0.20069106454919927,151.29883889098895,0.4521197431004595
2019-05,BTC_USDT,1d,,0.22471971194198984,,
2019-05,BTC_USDT,2h,,0.20115134017830935,149.98547646153688,0.4457822350156303
2019-06,BTC_USD,2h,,0.20080591252482813,147.35041727543984,0.45399086096496033
2019-06,BTC_USDT,1d,,0.21128279770270475,,
2019-06,BTC_USDT,2h,,0.19976570065454147,147.35041727543984,0.4558067990814655
2019-07,BTC_USD,2h,,0.19915955876109978,185.99999999999997,0.3904221553935998
2019-07,BTC_USDT,1d,,0.20993147064297554,,
2019-07,BTC_USDT,2h,,0.19963572884216818,185.99999999999997,0.38860744294847865
2019-08,BTC_USD,2h,,0.20071966001544525,185.99999999999997,0.4562195327208078
2019-08,BTC_USDT,1d,,0.19603396942989515,,
2019-08,BTC_USDT,2h,,0.20070384829563712,184.0,0.4533172542191595
2019-09,BTC_USD,2h,,0.20024306708026843,180.0,0.42677729433420947
2019-09,BTC_USDT,1d,,0.20276462772340442,,
2019-09,BTC_USDT,2h,,0.2005461689831978,180.0,0.42620047592094923
2019-10,BTC_USD,2h,,0.2004800074832133,151.29883889098895,0.4305519637458923
2019-10,BTC_USDT,1d,,0.19600267708016414,,
2019-10,BTC_USDT,2h,,0.20007507133045246,151.29883889098895,0.43045139268727517
2019-11,BTC_USD,2h,,0.2000850173477983,147.35041727543984,0.4184827772543059
2019-11,BTC_USDT,1d,,0.18086792922949724,,
2019-11,BTC_USDT,2h,,0.2000900159024351,146.6898894368885,0.4164726510716517
2019-12,BTC_USD,2h,,0.2001773061573603,185.99999999999997,0.4252572414395766
2019-12,BTC_USDT,1d,,0.23156113278181098,,
2019-12,BTC_USDT,2h,,0.1999821560752025,185.99999999999997,0.4253453194673822
2020-01,BTC_USD,2h,,0.19974013326964313,151.29883889098895,0.41662111602954255
2020-01,BTC_USDT,2h,,0.20017262713837122,151.29883889098895,0.4166191040253665
2020-02,BTC_USD,2h,,0.20059495893931006,174.0,0.41430194746969606
2020-02,BTC_USDT,1d,,0.22168024292484884,,
2020-02,BTC_USDT,2h,,0.1999780130851044,173.0,0.4137258012474192
2020-03,BTC_USD,2h,,0.20026615770099862,185.99999999999997,0.5315060869981927
2020-03,BTC_USDT,1d,,0.15913778300388293,,
2020-03,BTC_USDT,2h,,0.20092998950464713,185.99999999999997,0.530611275118981
2020-04,BTC_USD,2h,,0.199799088265053,180.0,0.4234703459855105
2020-04,BTC_USDT,1d,,0.21776438057196268,,
2020-04,BTC_USDT,2h,,0.20047553055272277,179.0,0.42260327891752975
2020-05,BTC_USD,2h,,0.20087653297290664,151.29883889098895,0.42182986281207785
2020-05,BTC_USDT,1d,,0.20989686069228858,,
2020-05,BTC_USDT,2h,,0.20029410380383908,151.29883889098895,0.4215769379294621
2020-06,BTC_USD,2h,,0.20010283941191123,180.0,0.41632600231257677
2020-06,BTC_USDT,1d,,0.184946811323829,,
2020-06,BTC_USDT,2h,,0.2001015560029709,179.0,0.41603003431920577
2020-07,BTC_USD,2h,,0.2000271362991024,151.29883889098895,0.4286300080930691
2020-07,BTC_USDT,1d,,0.2212693791309161,,
2020-07,BTC_USDT,2h,,0.19999756558406065,151.29883889098895,0.42859410393179365
2020-08,BTC_USD,2h,,0.19998868220120566,151.29883889098895,0.4276721566343563
2020-08,BTC_USDT,1d,,0.19071504646909732,,
2020-08,BTC_USDT,2h,,0.2006144784223707,151.29883889098895,0.42763103110172707
2020-09,BTC_USD,2h,,0.2002925555654449,147.35041727543984,0.4053788491793956
2020-09,BTC_USDT,1d,,0.18100006175366856,,
2020-09,BTC_USDT,2h,,0.19970524797386188,147.35041727543984,0.4053833057542093
2020-10,BTC_USD,2h,,0.19992598857259122,185.99999999999997,0.4276598993174935
2020-10,BTC_USDT,1d,,0.20232216013532123,,
2020-10,BTC_USDT,2h,,0.19985440343936875,185.99999999999997,0.42780215929029597
2020-11,BTC_USD,2h,,0.19972774447103347,180.0,0.4190939786183561
2020-11,BTC_USDT,1d,,0.21272748566671684,,
2020-11,BTC_USDT,2h,,0.20015355057571177,180.0,0.41915945822661477
2020-12,BTC_USD,2h,,0.20025018554078403,151.29883889098895,0.4278021672873473
2020-12,BTC_USDT,1d,,0.21217963655667554,,
2020-12,BTC_USDT,2h,,0.1999345823228792,150.64250119047156,0.4254674966917865
2021-01,BTC_USD,2h,,0.20094851436856542,185.99999999999997,0.39841022837016765
2021-01,BTC_USDT,2h,,0.20091624790442628,185.99999999999997,0.39809586741522035
2021-02,BTC_USD,2h,,0.2008611240151932,168.0,0.3708008036060913
2021-02,BTC_USDT,1d,,0.21585614944305098,,
2021-02,BTC_USDT,2h,,0.20031023393907646,168.0,0.3708698447379224
2021-03,BTC_USD,2h,,0.19970674638285194,151.29883889098895,0.3739597063012931
2021-03,BTC_USDT,1d,,0.2171360706222994,,
2021-03,BTC_USDT,2h,,0.20044738281968819,151.29883889098895,0.37406345454877027
2021-04,BTC_USD,2h,,0.20027460089982127,147.35041727543984,0.4144361228872771
2021-04,BTC_USDT,1d,,0.22902619977162195,,
2021-04,BTC_USDT,2h,,0.20041021541193707,146.6898894368885,0.4125972452020479
2021-05,BTC_USD,2h,,0.20102624781938896,185.99999999999997,0.4228542489340235
2021-05,BTC_USDT,1d,,0.2007991747228466,,
2021-05,BTC_USDT,2h,,0.19983230793291418,185.99999999999997,0.42281732220930185
2021-06,BTC_USD,2h,,0.2000975182856364,147.35041727543984,0.4311887254563324
2021-06,BTC_USDT,1d,,0.17136823750633212,,
2021-06,BTC_USDT,2h,,0.20087604833021191,147.35041727543984,0.4312525233032615
2021-07,BTC_USD,2h,,0.1996325361709318,185.99999999999997,0.46094695664229035
2021-07,BTC_USDT,1d,,0.1954364316456873,,
2021-07,BTC_USDT,2h,,0.20026056284316252,185.99999999999997,0.46078348056758267
2021-08,BTC_USD,2h,,0.20052864923012303,185.99999999999997,0.4084572108741138
2021-08,BTC_USDT,1d,,0.2158753690924422,,
2021-08,BTC_USDT,2h,,0.19981414196387046,185.0,0.406378817353749
2021-09,BTC_USD,2h,,0.19986641595831278,147.35041727543984,0.45703162319867235
2021-09,BTC_USDT,1d,,0.1900463130239491,,
2021-09,BTC_USDT,2h,,0.19964929144841523,147.35041727543984,0.4567835011372443
2021-10,BTC_USD,2h,,0.20037094026563074,185.99999999999997,0.41318094335592304
2021-10,BTC_USDT,1d,,0.23446997302160383,,
2021-10,BTC_USDT,2h,,0.20071722598458494,185.99999999999997,0.41315250634181866
2021-11,BTC_USD,2h,,0.19993010768068598,180.0,0.39345120803103406
2021-11,BTC_USDT,1d,,0.20907920533346974,,
2021-11,BTC_USDT,2h,,0.20090674587150673,180.0,0.393371487995634
2021-12,BTC_USD,1d,,0.18784766621680293,,
2021-12,BTC_USD,2h,,0.20090333054859322,185.99999999999997,0.4214311493321821
2021-12,BTC_USDT,2h,,0.1994741504263682,185.99999999999997,0.4210355380689586
2022-01,BTC_USD,1d,,0.20288453966614656,,
2022-01,BTC_USD,2h,,0.19964239067712788,151.29883889098895,0.4364197520502787
2022-01,BTC_USDT,1d,,0.19404012928886355,,
2022-01,BTC_USDT,2h,,0.20017587441584025,151.29883889098895,0.4365744933603631
2022-02,BTC_USD,1d,,0.22695013538423256,,
2022-02,BTC_USD,2h,,0.2000891201858174,135.10368041489232,0.3840865240695391
2022-02,BTC_USDT,1d,,0.18702652446866727,,
2022-02,BTC_USDT,2h,,0.19935725505989782,135.10368041489232,0.3841477302738215
2022-03,BTC_USD,1d,,0.2076367163168349,,
2022-03,BTC_USD,2h,,0.20036073011396927,151.29883889098895,0.4117161102444005
2022-03,BTC_USDT,1d,,0.19993349458028395,,
2022-03,BTC_USDT,2h,,0.20097923131422976,151.29883889098895,0.4118224602592953
2022-04,BTC_USD,1d,,0.19084823376284876,,
2022-04,BTC_USD,2h,,0.20024118505622876,180.0,0.4253439936993373
2022-04,BTC_USDT,1d,,0.22687832984054954,,
2022-04,BTC_USDT,2h,,0.20009053568722324,180.0,0.4254140785598758
2022-05,BTC_USD,2h,,0.19959902788089892,185.99999999999997,0.4686471702337015
2022-05,BTC_USDT,1d,,0.2089488225830507,,
2022-05,BTC_USDT,2h,,0.2002987531219932,185.99999999999997,0.4679334007263248
2022-06,BTC_USD,1d,,0.18915183000812888,,
2022-06,BTC_USD,2h,,0.20145691402454374,180.0,0.43412282385924295
2022-06,BTC_USDT,1d,,0.19598381657026737,,
2022-06,BTC_USDT,2h,,0.2004977645883079,180.0,0.43382537013367145
2022-07,BTC_USD,1d,,0.21285443057370426,,
2022-07,BTC_USD,2h,,0.19971130720993555,185.99999999999997,0.37987792885081506
2022-07,BTC_USDT,1d,,0.18136069271909216,,
2022-07,BTC_USDT,2h,,0.19997997763505462,185.99999999999997,0.38011729426122776
2022-08,BTC_USD,1d,,0.19023289086344794,,
2022-08,BTC_USD,2h,,0.20046372263257037,151.29883889098895,0.42929301935333397
2022-08,BTC_USDT,1d,,0.21577793940580975,,
2022-08,BTC_USDT,2h,,0.20010360273043745,151.29883889098895,0.4292767721861156
2022-09,BTC_USD,1d,,0.2103145734109447,,
2022-09,BTC_USD,2h,,0.19992874453630002,147.35041727543984,0.3878595945247207
2022-09,BTC_USDT,1d,,0.19021933440819977,,
2022-09,BTC_USDT,2h,,0.2001186579627998,147.35041727543984,0.38796159375614697
2022-10,BTC_USD,1d,,0.19016418967458232,,
2022-10,BTC_USD,2h,,0.1999935721577257,151.29883889098895,0.450573167417993
2022-10,BTC_USDT,1d,,0.20905094125776297,,
2022-10,BTC_USDT,2h,,0.20013436448019975,151.29883889098895,0.45052864274873855
2022-11,BTC_USD,1d,,0.1805570392435085,,
2022-11,BTC_USD,2h,,0.20036345844834857,180.0,0.481981802598141
2022-11,BTC_USDT,1d,,0.19431235635044933,,
2022-11,BTC_USDT,2h,,0.19989660892899125,180.0,0.48144744840875986
2022-12,BTC_USD,2h,,0.20006509723383514,151.29883889098895,0.4299166570937925
2022-12,BTC_USDT,2h,,0.2002106329166035,151.29883889098895,0.42990358673750523
2023-01,BTC_USD,1d,,0.21778454067552358,,
2023-01,BTC_USD,2h,,0.2000734860750948,151.29883889098895,0.43384560616214013
2023-01,BTC_USDT,1d,,0.17751618476974307,,
2023-01,BTC_USDT,2h,,0.20020977411639312,151.29883889098895,0.4338514273788704
2023-02,BTC_USD,1d,,0.19244827460849326,,
2023-02,BTC_USD,2h,,0.2002145160232563,168.0,0.40322876140923036
2023-02,BTC_USDT,1d,,0.21566691240330343,,
2023-02,BTC_USDT,2h,,0.2002076489210884,168.0,0.4032150356199258
2023-03,BTC_USD,1d,,0.21481502462241442,,
2023-03,BTC_USD,2h,,0.2000174670220752,151.29883889098895,0.4371927140513233
2023-03,BTC_USDT,1d,,0.19494119289547981,,
2023-03,BTC_USDT,2h,,0.20003497519804336,151.29883889098895,0.4381407057964844
2023-04,BTC_USD,1d,,0.20674579373319196,,
2023-04,BTC_USD,2h,,0.20013542494976438,147.35041727543984,0.41713556636062654
2023-04,BTC_USDT,1d,,0.21145155800522464,,
2023-04,BTC_USDT,2h,,0.20022005047141234,147.35041727543984,0.4171146192212463
2023-05,BTC_USD,1d,,0.18768262356098425,,
2023-05,BTC_USD,2h,,0.20023322407658717,151.29883889098895,0.4381986058304768
2023-05,BTC_USDT,1d,,0.21036991948053674,,
2023-05,BTC_USDT,2h,,0.20020767869728648,151.29883889098895,0.4379307635397516
2023-06,BTC_USD,1d,,0.21253313033396046,,
2023-06,BTC_USD,2h,,0.20004564759683754,180.0,0.4312521955983514
2023-06,BTC_USDT,1d,,0.1871017192290107,,
2023-06,BTC_USDT,2h,,0.19996908564251778,180.0,0.431159126391628
2023-07,BTC_USD,2h,,0.2000032867402748,151.29883889098895,0.4226835571633819
2023-07,BTC_USDT,1d,,0.2100167812195261,,
2023-07,BTC_USDT,2h,,0.20003460348933974,151.29883889098895,0.4226664058205645
2023-08,BTC_USD,1d,,0.20533057423862786,,
2023-08,BTC_USD,2h,,0.19983694067921906,151.29883889098895,0.4236338700877213
2023-08,BTC_USDT,1d,,0.208293914948087,,
2023-08,BTC_USDT,2h,,0.19983408369510958,151.29883889098895,0.4239989831391645
2023-09,BTC_USD,1d,,0.1847096287980784,,
2023-09,BTC_USD,2h,,0.20017349975169935,147.35041727543984,0.41163057849526663
2023-09,BTC_USDT,1d,,0.1868531228825014,,
2023-09,BTC_USDT,2h,,0.20003994962341684,147.35041727543984,0.41174507417225864
2023-10,BTC_USD,1d,,0.18966163256120327,,
2023-10,BTC_USD,2h,,0.2001678977169131,185.99999999999997,0.4608424698174658
2023-10,BTC_USDT,1d,,0.1863545362515562,,
2023-10,BTC_USDT,2h,,0.20026407362988907,185.99999999999997,0.46090540619412534
2023-11,BTC_USD,1d,,0.2086792085799403,,
2023-11,BTC_USD,2h,,0.20007042204134004,180.0,0.41047811003726453
2023-11,BTC_USDT,2h,,0.200053091281478,180.0,0.4104585838431685
2023-12,BTC_USD,1d,,0.21244967759200376,,
2023-12,BTC_USD,2h,,0.20015477515243055,185.99999999999997,0.44599572562210543
2023-12,BTC_USDT,1d,,0.2077892748476837,,
2023-12,BTC_USDT,2h,,0.200142299216824,185.99999999999997,0.4460002451502556
2024-01,BTC_USD,1d,,0.18754463931757925,,
2024-01,BTC_USD,2h,,0.19968885702899855,185.99999999999997,0.40363681890283293
2024-01,BTC_USDT,1d,,0.2118699626105046,,
2024-01,BTC_USDT,2h,,0.2000261017337224,185.99999999999997,0.40343431960985315
2024-02,BTC_USD,2h,,0.19960585366049752,143.37643441200922,0.3799721477568637
2024-02,BTC_USDT,1d,,0.19327877657644355,,
2024-02,BTC_USDT,2h,,0.19911220341808683,143.37643441200922,0.3800992098816673
2024-03,BTC_USD,1d,,0.19840926925387464,,
2024-03,BTC_USD,2h,,0.20093112917400313,185.99999999999997,0.45041928815142696
2024-03,BTC_USDT,1d,,0.19110111396164095,,
2024-03,BTC_USDT,2h,,0.20103825492859442,185.99999999999997,0.45056346100389694
2024-04,BTC_USD,1d,,0.2297795864151956,,
2024-04,BTC_USD,2h,,0.20024290282592636,180.0,0.4144346682609175
2024-04,BTC_USDT,1d,,0.23037535442203322,,
2024-04,BTC_USDT,2h,,0.20025798157716854,180.0,0.41455817040582965
2024-05,BTC_USD,1d,,0.19722329830027324,,
2024-05,BTC_USD,2h,,0.20004595738596084,185.99999999999997,0.4452764135812076
2024-05,BTC_USDT,1d,,0.2016197658096668,,
2024-05,BTC_USDT,2h,,0.20001516037179445,185.99999999999997,0.4450625453815272
2024-06,BTC_USD,1d,,0.20485796068116885,,
2024-06,BTC_USD,2h,,0.1999724774395454,180.0,0.42487179642491985
2024-06,BTC_USDT,1d,,0.20090053133292407,,
2024-06,BTC_USDT,2h,,0.19994905604286772,180.0,0.4246029878877447
2024-07,BTC_USD,1d,,0.20090519986027688,,
2024-07,BTC_USD,2h,,0.19987355870291754,151.29883889098895,0.4174568825594595
2024-07,BTC_USDT,1d,,0.20427371471359743,,
2024-07,BTC_USDT,2h,,0.20041977625789734,151.29883889098895,0.41732701953444634
2024-08,BTC_USD,1d,,0.2358613756212797,,
2024-08,BTC_USD,2h,,0.2008074156826515,185.99999999999997,0.40224169251804187
2024-08,BTC_USDT,1d,,0.19906905138843872,,
2024-08,BTC_USDT,2h,,0.20028143405311677,185.99999999999997,0.4019527965797255
2024-09,BTC_USD,2h,,0.19941699118706832,147.35041727543984,0.40614134551337727
2024-09,BTC_USDT,1d,,0.19426420263177246,,
2024-09,BTC_USDT,2h,,0.19947423580074347,147.35041727543984,0.40624726186433757
2024-10,BTC_USD,2h,,0.199858088410688,151.29883889098895,0.4260547003069294
2024-10,BTC_USDT,1d,,0.1905569051085307,,
2024-10,BTC_USDT,2h,,0.19987553642835643,151.29883889098895,0.42614496370384103
2024-11,BTC_USD,2h,,0.2007168048366153,180.0,0.40908284924508553
2024-11,BTC_USDT,2h,,0.2005948894989741,180.0,0.40940358396807836
2024-12,BTC_USD,2h,,0.20017077790221272,151.29883889098895,0.45193534508940114
2024-12,BTC_USDT,1d,,0.1896955282984796,,
2024-12,BTC_USDT,2h,,0.20021212637796978,151.29883889098895,0.45160297711965675
2025-01,BTC_USD,2h,,0.200042607204235,185.99999999999997,0.44257060513798785
2025-01,BTC_USDT,1d,,0.22473260960387442,,
2025-01,BTC_USDT,2h,,0.20002436510121113,185.99999999999997,0.44229472760836425
2025-02,BTC_USD,2h,,0.20067378494739777,168.0,0.4137229954466073
2025-02,BTC_USDT,1d,,0.20440461029500065,,
2025-02,BTC_USDT,2h,,0.20073546592884864,168.0,0.4134657313221584
2025-03,BTC_USD,2h,,0.19952008510996525,185.99999999999997,0.46010826038907454
2025-03,BTC_USDT,1d,,0.2115346324414513,,
2025-03,BTC_USDT,2h,,0.1995726465320553,185.99999999999997,0.4598668123267295
2025-04,BTC_USD,2h,,0.19989298531877167,147.35041727543984,0.43317687486713774
2025-04,BTC_USDT,1d,,0.198121480835541,,
2025-04,BTC_USDT,2h,,0.1998296015188523,147.35041727543984,0.43308556539940063
2025-05,BTC_USD,2h,,0.2001272295110158,185.99999999999997,0.41267576467707756
