phase,start,end,d1_candles,h2_bars
euphoria,2023-06-01 00:00:00,2023-06-21 12:00:00,21,247
expansion,2023-06-21 12:00:00,2023-06-25 18:00:00,5,52
euphoria,2023-06-25 18:00:00,2023-06-30 00:00:00,6,52
