phase,start,end,d1_candles,h2_bars
distribution,2019-08-01 00:00:00,2019-08-05 00:00:00,5,60
expansion,2019-08-05 00:00:00,2019-08-06 00:00:00,2,24
distribution,2019-08-06 00:00:00,2019-08-07 00:00:00,2,24
expansion,2019-08-07 00:00:00,2019-08-10 00:00:00,4,48
distribution,2019-08-10 00:00:00,2019-08-31 00:00:00,22,264
