phase,start,end,d1_candles,h2_bars
distribution,2017-10-01 00:00:00,2017-10-13 06:00:00,13,148
accumulation,2017-10-13 06:00:00,2017-10-15 12:00:00,3,28
distribution,2017-10-15 12:00:00,2017-10-31 22:00:00,17,198
