phase,start,end,d1_candles,h2_bars
euphoria,2018-11-01 00:00:00,2018-11-18 18:00:00,18,211
expansion,2018-11-18 18:00:00,2018-11-21 14:00:00,4,35
euphoria,2018-11-21 14:00:00,2018-11-30 00:00:00,10,102
