phase,start,end,d1_candles,h2_bars
euphoria,2020-12-01 00:00:00,2020-12-24 08:00:00,24,279
expansion,2020-12-24 08:00:00,2020-12-27 04:00:00,4,35
euphoria,2020-12-27 04:00:00,2020-12-31 00:00:00,5,47
