phase,start,end,d1_candles,h2_bars
euphoria,2021-11-01 00:00:00,2021-11-26 20:00:00,26,311
expansion,2021-11-26 20:00:00,2021-11-29 16:00:00,4,35
euphoria,2021-11-29 16:00:00,2021-11-30 00:00:00,2,5
