phase,start,end,d1_candles,h2_bars
expansion,2011-12-01 00:00:00,2011-12-05 12:00:00,5,55
euphoria,2011-12-05 12:00:00,2011-12-28 04:00:00,24,273
expansion,2011-12-28 04:00:00,2011-12-31 00:00:00,4,35
