phase,start,end,d1_candles,h2_bars
euphoria,2023-10-01 00:00:00,2023-10-02 04:00:00,2,15
expansion,2023-10-02 04:00:00,2023-10-05 00:00:00,4,35
euphoria,2023-10-05 00:00:00,2023-10-27 16:00:00,23,273
expansion,2023-10-27 16:00:00,2023-10-31 00:00:00,5,41
