phase,start,end,d1_candles,h2_bars
euphoria,2025-02-01 00:00:00,2025-02-11 04:00:00,11,123
expansion,2025-02-11 04:00:00,2025-02-14 00:00:00,4,35
euphoria,2025-02-14 00:00:00,2025-02-25 08:00:00,12,137
expansion,2025-02-25 08:00:00,2025-02-28 00:00:00,4,33
