phase,start,end,d1_candles,h2_bars
euphoria,2021-04-01 00:00:00,2021-04-03 22:00:00,3,36
expansion,2021-04-03 22:00:00,2021-04-06 18:00:00,4,35
euphoria,2021-04-06 18:00:00,2021-04-30 00:00:00,25,278
