phase,start,end,d1_candles,h2_bars
euphoria,2023-03-01 00:00:00,2023-03-03 16:00:00,3,33
expansion,2023-03-03 16:00:00,2023-03-06 12:00:00,4,35
euphoria,2023-03-06 12:00:00,2023-03-17 20:00:00,12,137
expansion,2023-03-17 20:00:00,2023-03-26 08:00:00,10,103
euphoria,2023-03-26 08:00:00,2023-03-31 00:00:00,6,57
