phase,start,end,d1_candles,h2_bars
bear,2022-02-01 00:00:00,2022-02-08 00:00:00,8,96
distribution,2022-02-08 00:00:00,2022-02-10 00:00:00,3,36
bear,2022-02-10 00:00:00,2022-02-15 00:00:00,6,72
distribution,2022-02-15 00:00:00,2022-02-16 00:00:00,2,24
bear,2022-02-16 00:00:00,2022-02-28 00:00:00,13,156
