phase,start,end,d1_candles,h2_bars
euphoria,2015-11-01 00:00:00,2015-11-25 04:00:00,25,291
expansion,2015-11-25 04:00:00,2015-11-29 10:00:00,5,52
euphoria,2015-11-29 10:00:00,2015-11-30 00:00:00,2,8
