timestamp,open,high,low,close,volume
2020-08-13 08:00:00,389.55,389.91,376.59,386.4,152065.80619
2020-08-13 10:00:00,386.4,397.5,383.0,393.79,185226.8588
2020-08-13 12:00:00,393.85,395.26,384.38,390.79,132235.78814
2020-08-13 14:00:00,390.8,393.25,388.58,392.59,61558.32077
2020-08-13 16:00:00,392.57,393.85,387.66,392.19,57167.29056
2020-08-13 18:00:00,392.18,395.0,391.01,393.77,39674.56085
2020-08-13 20:00:00,393.78,422.19,393.78,418.67,329850.87027
2020-08-13 22:00:00,418.59,431.49,418.59,424.54,237401.08026
2020-08-14 00:00:00,424.54,430.0,421.61,424.83,123486.37295
2020-08-14 02:00:00,424.83,426.34,417.05,421.05,94306.26937
2020-08-14 04:00:00,421.02,425.33,420.46,420.72,78298.70135
2020-08-14 06:00:00,420.72,423.7,418.87,422.22,70273.44376
2020-08-14 08:00:00,422.2,425.45,421.4,423.76,79883.16483
2020-08-14 10:00:00,423.76,428.68,422.46,428.04,84748.83873
2020-08-14 12:00:00,428.02,428.04,422.57,425.78,72727.01794
2020-08-14 14:00:00,425.73,437.45,422.03,436.4,113350.85591
2020-08-14 16:00:00,436.5,444.71,433.74,440.06,210025.45108
2020-08-14 18:00:00,440.08,443.95,438.77,440.84,74906.29527
2020-08-14 20:00:00,440.85,442.4,434.44,437.76,62196.25729
2020-08-14 22:00:00,437.8,440.28,435.03,438.11,45468.27476
2020-08-15 00:00:00,438.12,441.5,435.45,441.08,67291.73576
2020-08-15 02:00:00,441.09,442.94,437.8,439.12,39946.58385
2020-08-15 04:00:00,439.13,440.26,435.5,439.05,47565.22782
2020-08-15 06:00:00,439.05,440.0,436.28,437.02,38447.98528
2020-08-15 08:00:00,437.07,438.65,427.02,436.1,90532.22805
2020-08-15 10:00:00,436.16,438.27,433.75,434.13,44774.38517
2020-08-15 12:00:00,434.13,436.8,428.8,431.91,89971.34292
2020-08-15 14:00:00,431.92,438.0,428.37,435.59,75256.41747
2020-08-15 16:00:00,435.59,439.1,432.9,434.96,53740.60077
2020-08-15 18:00:00,434.92,436.23,431.87,431.9,35394.97597
2020-08-15 20:00:00,431.92,434.58,428.56,432.8,54125.87643
2020-08-15 22:00:00,432.88,435.66,429.07,432.32,44651.23761
2020-08-16 00:00:00,432.3,433.3,421.48,429.97,74304.60442
2020-08-16 02:00:00,429.98,430.0,426.0,426.75,41346.25704
2020-08-16 04:00:00,426.75,429.65,425.66,428.8,30135.91083
2020-08-16 06:00:00,428.75,429.28,426.13,426.65,32137.60293
2020-08-16 08:00:00,426.64,428.16,424.06,427.16,43480.52363
2020-08-16 10:00:00,427.12,427.58,416.25,417.86,101378.53099
2020-08-16 12:00:00,417.84,423.57,412.47,422.87,118763.46976
2020-08-16 14:00:00,422.81,432.04,421.89,430.34,66798.49991
2020-08-16 16:00:00,430.33,436.99,428.7,430.51,95773.83286
2020-08-16 18:00:00,430.51,431.98,428.64,429.27,28705.14599
2020-08-16 20:00:00,429.26,433.5,426.52,431.37,46970.95996
2020-08-16 22:00:00,431.4,434.74,429.67,433.62,36870.91426
2020-08-17 00:00:00,433.61,435.0,424.7,427.82,62466.85019
2020-08-17 02:00:00,427.81,428.56,421.56,425.66,58467.8787
2020-08-17 04:00:00,425.7,426.0,421.13,421.9,45034.35736
2020-08-17 06:00:00,421.9,426.35,420.37,423.6,40898.48239
2020-08-17 08:00:00,423.6,429.96,423.26,425.93,57562.35552
2020-08-17 10:00:00,425.94,428.84,424.74,428.14,53148.14896
2020-08-17 12:00:00,428.15,431.94,422.35,429.81,120925.8179
2020-08-17 14:00:00,429.81,440.88,427.0,440.87,143781.25387
2020-08-17 16:00:00,440.87,446.0,437.5,440.94,135843.50926
2020-08-17 18:00:00,440.95,442.07,434.84,437.37,45700.07982
2020-08-17 20:00:00,437.39,439.44,435.2,438.3,31130.55679
2020-08-17 22:00:00,438.31,439.85,428.0,430.89,73911.3592
2020-08-18 00:00:00,430.89,433.81,428.5,429.61,52274.14008
2020-08-18 02:00:00,429.61,432.62,427.74,429.94,52875.77461
2020-08-18 04:00:00,429.93,430.25,426.18,428.16,47212.24885
2020-08-18 06:00:00,428.12,430.58,426.39,429.5,41890.17796
2020-08-18 08:00:00,429.5,431.19,428.41,429.11,44586.04356
2020-08-18 10:00:00,429.08,431.92,426.88,426.99,52045.45565
2020-08-18 12:00:00,427.0,430.3,421.17,426.04,94263.39616
2020-08-18 14:00:00,426.09,427.07,415.0,420.12,162963.87008
2020-08-18 16:00:00,420.13,425.1,416.83,423.16,74580.2008
2020-08-18 18:00:00,423.15,426.44,422.26,423.73,41757.87284
2020-08-18 20:00:00,423.73,429.28,423.73,427.03,36682.03245
2020-08-18 22:00:00,427.02,428.13,421.52,421.95,42123.35714
2020-08-19 00:00:00,421.92,426.75,420.1,423.08,43329.74383
2020-08-19 02:00:00,423.09,423.88,415.02,415.66,60209.19068
2020-08-19 04:00:00,415.66,417.01,406.18,408.5,163396.96475
2020-08-19 06:00:00,408.5,413.49,402.0,413.4,112447.01529
2020-08-19 08:00:00,413.37,416.23,411.07,413.44,66853.37817
2020-08-19 10:00:00,413.49,415.81,408.61,413.02,59420.93949
2020-08-19 12:00:00,412.98,415.34,409.53,412.37,55134.98939
2020-08-19 14:00:00,412.38,414.16,406.07,409.59,63083.74327
2020-08-19 16:00:00,409.59,412.0,400.82,408.21,84974.19626
2020-08-19 18:00:00,408.21,408.21,395.0,396.0,124338.50024
