timestamp,close,phase,momentum_12,label_v1,label_v2,label_v3
2011-08-18 12:00:00,10.9,pre-halving,,0,0,0
2011-08-18 14:00:00,10.9,pre-halving,,0,0,0
2011-08-18 16:00:00,10.9,pre-halving,,0,0,0
2011-08-18 18:00:00,10.9,pre-halving,,0,0,0
2011-08-18 20:00:00,10.9,pre-halving,,0,0,0
2011-08-18 22:00:00,10.9,pre-halving,,0,0,0
2011-08-19 00:00:00,10.9,pre-halving,,0,0,0
2011-08-19 02:00:00,10.9,pre-halving,,0,0,0
2011-08-19 04:00:00,10.9,pre-halving,,0,0,0
2011-08-19 06:00:00,10.9,pre-halving,,0,0,0
2011-08-19 08:00:00,10.9,pre-halving,,0,0,0
2011-08-19 10:00:00,10.9,pre-halving,,0,0,0
2011-08-19 12:00:00,11.85,pre-halving,0.08715596330275233,0,0,0
2011-08-19 14:00:00,11.69,pre-halving,0.0724770642201833,0,0,0
2011-08-19 16:00:00,11.69,pre-halving,0.0724770642201833,0,0,0
2011-08-19 18:00:00,11.69,pre-halving,0.0724770642201833,0,0,0
2011-08-19 20:00:00,11.69,pre-halving,0.0724770642201833,0,0,0
2011-08-19 22:00:00,11.69,pre-halving,0.0724770642201833,0,0,0
2011-08-20 00:00:00,11.69,pre-halving,0.0724770642201833,0,0,0
2011-08-20 02:00:00,11.69,pre-halving,0.0724770642201833,0,0,0
2011-08-20 04:00:00,11.69,pre-halving,0.0724770642201833,0,0,0
2011-08-20 06:00:00,11.69,pre-halving,0.0724770642201833,0,0,0
2011-08-20 08:00:00,11.69,pre-halving,0.0724770642201833,0,0,0
2011-08-20 10:00:00,11.69,pre-halving,0.0724770642201833,0,0,0
2011-08-20 12:00:00,11.69,pre-halving,-0.013502109704641385,0,0,0
2011-08-20 14:00:00,11.7,pre-halving,0.0008554319931566301,0,0,0
2011-08-20 16:00:00,11.7,pre-halving,0.0008554319931566301,0,0,0
2011-08-20 18:00:00,11.7,pre-halving,0.0008554319931566301,0,0,0
2011-08-20 20:00:00,11.7,pre-halving,0.0008554319931566301,0,0,0
2011-08-20 22:00:00,11.7,pre-halving,0.0008554319931566301,0,0,0
2011-08-21 00:00:00,11.7,pre-halving,0.0008554319931566301,0,0,0
2011-08-21 02:00:00,11.7,pre-halving,0.0008554319931566301,0,0,0
2011-08-21 04:00:00,11.7,pre-halving,0.0008554319931566301,0,0,0
2011-08-21 06:00:00,11.7,pre-halving,0.0008554319931566301,0,0,0
2011-08-21 08:00:00,11.7,pre-halving,0.0008554319931566301,0,0,0
2011-08-21 10:00:00,11.7,pre-halving,0.0008554319931566301,0,0,0
2011-08-21 12:00:00,11.7,pre-halving,0.0008554319931566301,0,0,0
2011-08-21 14:00:00,11.7,pre-halving,0.0,0,0,0
2011-08-21 16:00:00,11.7,pre-halving,0.0,0,0,0
2011-08-21 18:00:00,11.7,pre-halving,0.0,0,0,0
2011-08-21 20:00:00,11.7,pre-halving,0.0,0,0,0
2011-08-21 22:00:00,11.7,pre-halving,0.0,0,0,0
2011-08-22 00:00:00,11.7,pre-halving,0.0,0,0,0
2011-08-22 02:00:00,11.7,pre-halving,0.0,0,0,0
2011-08-22 04:00:00,11.7,pre-halving,0.0,0,0,0
2011-08-22 06:00:00,11.7,pre-halving,0.0,0,0,0
2011-08-22 08:00:00,11.7,pre-halving,0.0,0,0,0
2011-08-22 10:00:00,11.7,pre-halving,0.0,0,0,0
2011-08-22 12:00:00,11.7,pre-halving,0.0,0,0,0
2011-08-22 14:00:00,11.7,pre-halving,0.0,0,0,0
2011-08-22 16:00:00,11.7,pre-halving,0.0,0,0,0
2011-08-22 18:00:00,11.7,pre-halving,0.0,0,0,0
2011-08-22 20:00:00,11.7,pre-halving,0.0,0,0,0
2011-08-22 22:00:00,11.7,pre-halving,0.0,0,0,0
2011-08-23 00:00:00,11.7,pre-halving,0.0,0,0,0
2011-08-23 02:00:00,11.7,pre-halving,0.0,0,0,0
2011-08-23 04:00:00,11.7,pre-halving,0.0,0,0,0
2011-08-23 06:00:00,11.7,pre-halving,0.0,0,0,0
2011-08-23 08:00:00,11.7,pre-halving,0.0,0,0,0
2011-08-23 10:00:00,11.7,pre-halving,0.0,0,0,0
2011-08-23 12:00:00,11.7,pre-halving,0.0,0,0,0
2011-08-23 14:00:00,11.7,pre-halving,0.0,0,0,0
2011-08-23 16:00:00,11.7,pre-halving,0.0,0,0,0
2011-08-23 18:00:00,11.7,pre-halving,0.0,0,0,0
2011-08-23 20:00:00,11.7,pre-halving,0.0,0,0,0
2011-08-23 22:00:00,11.7,pre-halving,0.0,0,0,0
2011-08-24 00:00:00,11.7,pre-halving,0.0,0,0,0
2011-08-24 02:00:00,11.7,pre-halving,0.0,0,0,0
2011-08-24 04:00:00,11.7,pre-halving,0.0,0,0,0
2011-08-24 06:00:00,11.7,pre-halving,0.0,0,0,0
2011-08-24 08:00:00,11.7,pre-halving,0.0,0,0,0
2011-08-24 10:00:00,11.7,pre-halving,0.0,0,0,0
2011-08-24 12:00:00,10.5,pre-halving,-0.10256410256410253,0,0,0
2011-08-24 14:00:00,10.5,pre-halving,-0.10256410256410253,0,0,0
2011-08-24 16:00:00,10.5,pre-halving,-0.10256410256410253,0,0,0
2011-08-24 18:00:00,10.5,pre-halving,-0.10256410256410253,0,0,0
2011-08-24 20:00:00,10.5,pre-halving,-0.10256410256410253,0,0,0
2011-08-24 22:00:00,10.5,pre-halving,-0.10256410256410253,0,0,0
2011-08-25 00:00:00,10.5,pre-halving,-0.10256410256410253,0,0,0
2011-08-25 02:00:00,10.5,pre-halving,-0.10256410256410253,0,0,0
2011-08-25 04:00:00,10.5,pre-halving,-0.10256410256410253,0,0,0
2011-08-25 06:00:00,10.5,pre-halving,-0.10256410256410253,0,0,0
2011-08-25 08:00:00,10.5,pre-halving,-0.10256410256410253,0,0,0
2011-08-25 10:00:00,10.5,pre-halving,-0.10256410256410253,0,0,0
2011-08-25 12:00:00,10.5,pre-halving,0.0,0,0,0
2011-08-25 14:00:00,10.5,pre-halving,0.0,0,0,0
2011-08-25 16:00:00,10.5,pre-halving,0.0,0,0,0
2011-08-25 18:00:00,10.0,pre-halving,-0.04761904761904767,0,0,0
2011-08-25 20:00:00,10.0,pre-halving,-0.04761904761904767,0,0,0
2011-08-25 22:00:00,10.0,pre-halving,-0.04761904761904767,0,0,0
2011-08-26 00:00:00,10.0,pre-halving,-0.04761904761904767,0,0,0
2011-08-26 02:00:00,10.0,pre-halving,-0.04761904761904767,0,0,0
2011-08-26 04:00:00,10.0,pre-halving,-0.04761904761904767,0,0,0
2011-08-26 06:00:00,10.0,pre-halving,-0.04761904761904767,0,0,0
2011-08-26 08:00:00,10.0,pre-halving,-0.04761904761904767,0,0,0
2011-08-26 10:00:00,10.0,pre-halving,-0.04761904761904767,0,0,0
2011-08-26 12:00:00,10.0,pre-halving,-0.04761904761904767,0,0,0
2011-08-26 14:00:00,10.0,pre-halving,-0.04761904761904767,0,0,0
2011-08-26 16:00:00,10.0,pre-halving,-0.04761904761904767,0,0,0
2011-08-26 18:00:00,10.0,pre-halving,0.0,0,0,0
2011-08-26 20:00:00,10.0,pre-halving,0.0,0,0,0
2011-08-26 22:00:00,10.0,pre-halving,0.0,0,0,0
2011-08-27 00:00:00,10.0,pre-halving,0.0,0,0,0
2011-08-27 02:00:00,10.0,pre-halving,0.0,0,0,0
2011-08-27 04:00:00,10.0,pre-halving,0.0,0,0,0
2011-08-27 06:00:00,10.0,pre-halving,0.0,0,0,0
2011-08-27 08:00:00,10.0,pre-halving,0.0,0,0,0
2011-08-27 10:00:00,10.0,pre-halving,0.0,0,0,0
2011-08-27 12:00:00,10.0,pre-halving,0.0,0,0,0
2011-08-27 14:00:00,10.0,pre-halving,0.0,0,0,0
2011-08-27 16:00:00,10.0,pre-halving,0.0,0,0,0
2011-08-27 18:00:00,10.0,pre-halving,0.0,0,0,0
2011-08-27 20:00:00,10.0,pre-halving,0.0,0,0,0
2011-08-27 22:00:00,10.0,pre-halving,0.0,0,0,0
2011-08-28 00:00:00,10.0,pre-halving,0.0,0,0,0
2011-08-28 02:00:00,10.0,pre-halving,0.0,0,0,0
2011-08-28 04:00:00,10.0,pre-halving,0.0,0,0,0
