phase,start,end,d1_candles,h2_bars
euphoria,2024-04-01 00:00:00,2024-04-12 14:00:00,12,140
expansion,2024-04-12 14:00:00,2024-04-16 20:00:00,5,52
euphoria,2024-04-16 20:00:00,2024-04-30 00:00:00,15,159
