phase,start,end,d1_candles,h2_bars
distribution,2016-06-01 00:00:00,2016-06-13 16:00:00,13,153
accumulation,2016-06-13 16:00:00,2016-06-14 14:00:00,2,12
distribution,2016-06-14 14:00:00,2016-06-16 20:00:00,3,28
accumulation,2016-06-16 20:00:00,2016-06-17 10:00:00,2,8
distribution,2016-06-17 10:00:00,2016-06-30 22:00:00,14,163
