phase,start,end,d1_candles,h2_bars
euphoria,2018-10-01 00:00:00,2018-10-11 04:00:00,11,123
expansion,2018-10-11 04:00:00,2018-10-15 10:00:00,5,52
euphoria,2018-10-15 10:00:00,2018-10-31 00:00:00,17,187
