phase,start,end,d1_candles,h2_bars
distribution,2021-01-01 00:00:00,2021-01-03 02:00:00,3,26
accumulation,2021-01-03 02:00:00,2021-01-04 08:00:00,2,16
distribution,2021-01-04 08:00:00,2021-01-07 00:00:00,4,33
accumulation,2021-01-07 00:00:00,2021-01-10 18:00:00,4,46
distribution,2021-01-10 18:00:00,2021-01-31 22:00:00,22,255
