phase,start,end,d1_candles,h2_bars
euphoria,2023-07-01 00:00:00,2023-07-11 08:00:00,11,125
expansion,2023-07-11 08:00:00,2023-07-14 04:00:00,4,35
euphoria,2023-07-14 04:00:00,2023-07-31 00:00:00,18,203
