phase,start,end,d1_candles,h2_bars
euphoria,2018-11-01 00:00:00,2018-11-18 14:00:00,18,212
expansion,2018-11-18 14:00:00,2018-11-22 20:00:00,5,52
euphoria,2018-11-22 20:00:00,2018-11-30 00:00:00,9,87
