phase,start,end,d1_candles,h2_bars
euphoria,2021-05-01 00:00:00,2021-05-24 14:00:00,24,284
expansion,2021-05-24 14:00:00,2021-05-27 10:00:00,4,35
euphoria,2021-05-27 10:00:00,2021-05-31 00:00:00,5,44
