phase,start,end,d1_candles,h2_bars
euphoria,2024-11-01 00:00:00,2024-11-10 08:00:00,10,113
expansion,2024-11-10 08:00:00,2024-11-14 14:00:00,5,52
euphoria,2024-11-14 14:00:00,2024-11-18 20:00:00,5,52
expansion,2024-11-18 20:00:00,2024-11-21 16:00:00,4,35
euphoria,2024-11-21 16:00:00,2024-11-30 00:00:00,10,101
