timestamp,P1_bars,P2_bars,P3_bars,P4_bars,P5_bars,P6_bars,LFP,P1_vol,P2_vol,P3_vol,LFP_vol,symbol,timeframe
2017-09-25,89.99999999999997,44.999999999999986,25.745821895930398,,,,0.5192437107352711,89.99999999999997,11.678602511640433,10.26927639773321,0.13404000237718208,BTC_USDT,2h
2017-09-26,89.99999999999997,44.999999999999986,26.04850611751519,,,,0.5083245985858761,89.99999999999997,10.641368095531831,12.550783088409952,0.13895359926612436,BTC_USDT,2h
2017-09-27,89.99999999999997,44.999999999999986,30.49532556242331,,,,0.5416201329972639,89.99999999999997,11.81198978557002,30.505951863865043,0.1304645775801615,BTC_USDT,2h
2017-09-28,89.99999999999997,44.999999999999986,30.203924022857805,,,,0.5472827619090651,89.99999999999997,11.837221417924516,29.166320918602157,0.12333929562917487,BTC_USDT,2h
2017-09-29,89.99999999999997,44.999999999999986,25.743675312357702,,,,0.5150509639919991,89.99999999999997,11.019829532570778,11.61375602281795,0.13815407069244715,BTC_USDT,2h
2017-09-30,89.99999999999997,44.999999999999986,26.2090834788466,,,,0.517351589858876,89.99999999999997,11.485834439539648,10.710222408147144,0.1481198918963663,BTC_USDT,2h
2017-10-01,89.99999999999997,44.999999999999986,30.09346576655586,,,,0.5420419680184951,89.99999999999997,29.118745529928926,12.629885431625445,0.1272349258868193,BTC_USDT,2h
2017-10-02,89.99999999999997,44.999999999999986,30.325852675894875,,,,0.5224591807597686,89.99999999999997,46.206387234832306,11.1044879484258,0.10811019335458319,BTC_USDT,2h
2017-10-03,89.99999999999997,44.999999999999986,29.842216199956447,,,,0.494178104621812,89.99999999999997,45.1555798954048,12.768804308067768,0.11662819763620777,BTC_USDT,2h
2017-10-04,89.99999999999997,44.999972068435234,30.011625226158543,,,,0.5269558322986118,89.99999999999997,45.42932968658306,11.905568372566183,0.13033891389162008,BTC_USDT,2h
2017-10-05,89.99999999999997,45.00044888388221,30.003827766868373,,,,0.5743247540701237,89.99999999999997,46.34618749480413,10.761030465048105,0.12103903997334461,BTC_USDT,2h
2017-10-06,89.99999999999997,44.996594843047426,30.001882500576567,,,,0.5510475626658083,89.99999999999997,26.068559737323845,30.104868539658213,0.10508409689741756,BTC_USDT,2h
2017-10-07,89.99999999999997,45.00972759759769,29.99047174835425,,,,0.503599994907544,89.99999999999997,8.732672676429837,47.474750062229944,0.12110693087560573,BTC_USDT,2h
2017-10-08,89.99999999999997,45.02094804989455,29.979041099996163,,,,0.5345738331103144,89.99999999999997,29.372406973744397,26.914058297933522,0.15279290829431882,BTC_USDT,2h
2017-10-09,89.99999999999997,44.68578506533061,30.31421493466936,,,,0.588281517670347,89.99991620530574,48.143929825112274,8.089982982523676,0.15091079753860254,BTC_USDT,2h
2017-10-10,89.99999999999997,45.48218787738673,29.51781212261325,,,,0.5648474143696448,90.00131872008188,26.79157677071952,29.434620665825275,0.13840320178379178,BTC_USDT,2h
2017-10-11,89.99999999999997,45.5598839858793,29.440116014120683,,,,0.5342431066516689,89.99026134458929,8.468441490493714,48.17162879792322,0.15447667447482846,BTC_USDT,2h
2017-10-12,89.99999999999997,36.55906091872835,38.44093908127161,,,,0.5533223331150242,90.02530082039355,28.85779469263375,26.742235546551367,0.16171392929702003,BTC_USDT,2h
2017-10-13,89.99999999999997,29.197890593308095,45.80210940669187,,,,0.5749313734695362,90.07636992498664,47.45035727909974,8.403468205074674,0.13977510229778375,BTC_USDT,2h
2017-10-14,89.99999999999997,37.57335060011612,37.42664939988386,,,,0.601797883407603,89.0661241222301,37.00596863758426,30.104452543320118,0.12647571192203932,BTC_USDT,2h
2017-10-15,89.99999999999997,45.833128896152246,29.166871103847722,,,,0.6535531833024972,91.11336430039493,29.363225891715842,45.206239650391716,0.13549980143138854,BTC_USDT,2h
2017-10-16,89.99999999999997,45.33878437255073,29.661215627449252,,,,0.6870378985714265,92.52422195958302,37.03513876658088,35.900496326825426,0.13417729255128988,BTC_USDT,2h
2017-10-17,89.99999999999997,44.70724999741514,30.292750002584835,,,,0.6860370477945694,64.45525709510873,38.43997734019393,61.746184287009484,0.10492878438042948,BTC_USDT,2h
2017-10-18,89.99999999999997,45.03176959090734,29.96823040909264,,,,0.6850706157278034,33.43336020736759,38.46812238532784,93.13489399460543,0.0918385272161688,BTC_USDT,2h
2017-10-19,89.99999999999997,45.00550798874922,29.994492011250745,,,,0.6810245404719525,62.51460212751577,33.97557386022436,68.51718023780307,0.12512759740701113,BTC_USDT,2h
2017-10-20,89.99999999999997,44.99735337915193,30.00264662084804,,,,0.6654456176360148,91.98702171183655,39.254851699527414,33.75479118730274,0.14321452720741762,BTC_USDT,2h
2017-10-21,89.99999999999997,45.00037699168535,29.999623008314625,,,,0.6609020408822289,67.10187389629348,69.993151827749,27.905445515564168,0.11439194924673321,BTC_USDT,2h
2017-10-22,89.99999999999997,44.99997829978144,30.000021700218532,,,,0.6713398105365986,65.02604056207113,61.02773396000874,38.94619835264691,0.10817709826810996,BTC_USDT,2h
2017-10-23,89.99999999999997,44.999999999999986,29.999999999999993,,,,0.6642400091406993,93.06488363282014,25.95183450370906,45.983281863470765,0.13850551494649035,BTC_USDT,2h
2017-10-24,89.99999999999997,44.999999999999986,29.999999999999993,,,,0.6456532380059908,91.25775734315167,36.039266386582284,37.70297627026599,0.13581278995621848,BTC_USDT,2h
2017-10-25,89.99999999999997,44.999999999999986,29.999999999999993,,,,0.6562660684382748,64.44987062313842,72.18496638307623,28.36516299378529,0.11045661089808895,BTC_USDT,2h
