phase,start,end,d1_candles,h2_bars
euphoria,2023-10-01 00:00:00,2023-10-01 12:00:00,1,7
expansion,2023-10-01 12:00:00,2023-10-05 18:00:00,5,52
euphoria,2023-10-05 18:00:00,2023-10-28 10:00:00,24,273
expansion,2023-10-28 10:00:00,2023-10-31 00:00:00,4,32
