phase,start,end,d1_candles,h2_bars
distribution,2019-06-01 00:00:00,2019-06-22 14:00:00,22,260
accumulation,2019-06-22 14:00:00,2019-06-23 14:00:00,2,13
distribution,2019-06-23 14:00:00,2019-06-23 18:00:00,1,3
accumulation,2019-06-23 18:00:00,2019-06-24 00:00:00,2,4
distribution,2019-06-24 00:00:00,2019-06-26 02:00:00,3,26
accumulation,2019-06-26 02:00:00,2019-06-27 06:00:00,2,15
distribution,2019-06-27 06:00:00,2019-06-30 22:00:00,4,45
