phase,start,end,d1_candles,h2_bars
euphoria,2015-08-01 00:00:00,2015-08-03 20:00:00,3,35
expansion,2015-08-03 20:00:00,2015-08-06 16:00:00,4,35
euphoria,2015-08-06 16:00:00,2015-08-31 00:00:00,26,293
