phase,start,end,d1_candles,h2_bars
euphoria,2024-01-01 00:00:00,2024-01-24 22:00:00,24,288
expansion,2024-01-24 22:00:00,2024-01-29 04:00:00,6,52
euphoria,2024-01-29 04:00:00,2024-01-31 00:00:00,3,23
