phase,start,end,d1_candles,h2_bars
euphoria,2024-11-01 00:00:00,2024-11-09 16:00:00,9,105
expansion,2024-11-09 16:00:00,2024-11-13 22:00:00,5,52
euphoria,2024-11-13 22:00:00,2024-11-18 04:00:00,6,52
expansion,2024-11-18 04:00:00,2024-11-21 00:00:00,4,35
euphoria,2024-11-21 00:00:00,2024-11-30 00:00:00,10,109
